DTCO,GR,HCAL,RHO
66.64464,81.28499,9.802629,2.109568
68.28855,82.72427,9.869174,2.116203
67.36076,79.85417,9.896281,2.124686
65.19593,78.52549,9.891354,2.169339
64.57741,73.29153,9.896281,2.245762
64.57741,72.06527,9.891354,2.331077
66.71645,76.73917,9.413236,2.379958
66.69016,78.24426,10.16245,2.394608
65.83993,79.68208,9.679404,2.404586
64.75056,80.69831,9.758268,2.396574
63.80505,83.69479,9.80756,2.382195
61.79405,91.09752,9.827277,2.375818
61.79405,91.74825,9.842064,2.378764
63.95889,96.47136,9.80756,2.37682
67.97929,98.83823,9.676118,2.353436
70.76264,104.8788,9.718836,2.298612
73.546,106.6468,9.590679,2.242672
77.25714,110.7851,9.876567,2.228917
79.73123,105.1246,9.90614,2.264139
79.42197,105.9643,9.817419,2.311228
77.25714,100.5646,9.096952,2.310678
72.30895,100.4745,9.896281,2.289976
71.38116,95.12343,10.02444,2.247169
72.61821,95.08257,10.41383,2.2189
82.51459,102.6228,9.69912,2.232708
91.17391,109.6653,9.403377,2.221473
98.5962,115.1148,9.418163,2.202776
101.6888,118.8699,9.112561,2.189766
101.6888,119.1845,8.964689,2.199836
98.28693,121.3597,9.277685,2.227403
95.50358,118.2478,9.299866,2.238021
96.1221,115.7685,9.101061,2.178123
101.3795,104.894,9.689261,2.047231
106.3277,95.94495,9.723764,1.918986
106.9463,87.78657,10.36454,1.858513
106.637,86.41444,10.94124,1.894159
104.7814,87.3665,9.354086,2.002211
102.6166,91.07955,8.728095,2.131298
102.6166,91.33517,8.688663,2.199337
105.7092,88.70741,8.979477,2.144139
110.0389,88.73808,9.240718,1.996737
111.5852,89.74435,9.82399,1.855372
108.4926,94.85158,10.21174,1.817396
97.66841,93.09629,10.62085,1.920017
82.82385,96.24424,9.097774,2.10769
79.73123,96.65519,9.304795,2.336062
79.73123,96.83584,9.107632,2.350297
84.67942,95.20003,8.925257,2.324484
85.29794,90.65395,9.047662,2.335867
82.82385,89.8644,9.033696,2.377373
72.9309,88.22226,9.326976,2.436588
68.52608,89.25086,9.590679,2.483331
66.48996,84.12681,9.988292,2.493554
65.73939,81.27639,10.39412,2.473109
66.62865,76.12612,9.536461,2.442219
65.77477,75.87743,9.891354,2.421467
64.82326,74.03755,10.2561,2.417908
64.78848,76.88771,10.13616,2.413265
63.95889,77.54613,10.32018,2.407674
64.26815,78.39721,9.378731,2.409148
64.57741,73.61658,9.570964,2.407125
63.64962,75.93801,9.777985,2.392689
61.48479,74.98313,9.92257,2.375021
59.62922,76.74247,10.24132,2.366951
59.31996,80.61946,10.69479,2.361095
59.0107,79.27936,11.0275,2.349632
58.70144,75.51857,11.03983,2.340272
59.31996,63.89754,10.3744,2.34423
60.55701,59.93274,10.38919,2.343269
60.86627,57.36672,10.69479,2.31626
61.79405,53.79576,10.85088,2.261368
61.79405,51.73589,11.02011,2.21354
60.86627,49.03097,10.35961,2.229596
59.62922,46.49602,10.65043,2.266888
58.39217,44.50291,10.44341,2.28629
56.84587,44.12936,12.31645,2.290124
55.29956,47.29399,12.9293,2.31037
53.75325,45.86167,13.09031,2.352029
52.82546,45.6398,13.11825,2.369141
53.44399,44.49715,13.11989,2.373441
55.91808,48.98582,13.10017,2.342085
60.92341,51.68216,13.11003,2.251155
64.97961,53.65236,13.03117,2.140893
66.77662,50.18652,11.77425,2.074175
69.484,47.96721,11.84819,2.074504
70.02877,49.33341,11.90734,2.107473
70.40963,52.59078,12.08479,2.146287
70.94744,52.12967,12.27209,2.178378
71.99969,49.96249,12.30166,2.199757
73.546,50.3818,12.32138,2.202618
74.47379,54.3217,12.1045,2.17045
76.63862,69.44543,11.94184,2.134398
84.0609,77.83515,11.67568,2.131166
92.41096,88.06165,10.2216,2.133522
103.5444,85.46202,9.260434,2.127573
106.0185,89.977,9.359837,2.043049
106.9463,90.04313,9.064092,1.97741
106.637,88.43046,8.32884,2.086539
104.1117,85.17607,8.309124,2.18548
95.27719,83.80833,8.185076,2.247084
79.11271,85.69762,8.201508,2.271958
72.61821,88.67596,8.571185,2.27711
70.45338,90.51763,8.673875,2.27602
71.67449,90.82014,8.698521,2.277239
75.65092,87.5237,8.43728,2.281994
79.72531,82.67764,8.263121,2.284709
84.37016,79.92316,8.294337,2.284267
84.67942,79.50555,8.318982,2.288491
83.44238,81.46108,8.491499,2.301524
80.65902,79.84271,8.846393,2.319191
77.5664,81.23262,9.027123,2.336071
76.02009,81.85081,8.895682,2.336562
76.02009,90.60677,8.944973,2.306976
76.02009,93.15996,9.055877,2.258866
74.78304,95.45985,8.79094,2.221645
71.07191,89.52875,8.608153,2.211859
68.90707,84.77136,8.604868,2.233713
67.51385,83.90112,8.555577,2.28442
67.4601,90.66236,8.683733,2.355048
67.43755,96.73808,9.006586,2.43286
67.50823,103.7956,9.16678,2.487229
67.74629,105.8691,9.409126,2.513176
67.97929,106.0715,8.846393,2.451666
66.43298,104.0834,8.930186,2.362477
64.57741,101.7209,9.018909,2.369698
63.95889,102.304,8.48657,2.429285
63.95889,97.59102,8.718237,2.484236
64.88667,94.72203,8.930186,2.488577
67.05151,102.5656,8.900612,2.4624
69.5256,113.6229,8.979477,2.417196
69.83485,123.79,9.442809,2.375204
69.21633,120.5766,9.048484,2.35252
67.97929,118.3045,8.964689,2.331385
66.43298,112.4256,8.776565,2.303325
65.81445,108.2816,8.792994,2.272252
65.81445,106.7346,8.856251,2.255385
66.12372,105.423,9.043554,2.290976
66.12372,105.247,8.817639,2.376104
66.74224,101.6865,9.105167,2.47392
67.05151,98.33555,8.65416,2.536335
68.28855,98.44735,9.064092,2.55022
68.90707,101.1502,9.221002,2.542372
69.21633,103.854,9.176639,2.537018
69.31918,104.8146,8.782314,2.542167
68.03834,104.9756,8.797102,2.542073
67.03085,102.7761,8.747811,2.529626
67.04894,105.5079,8.932651,2.513361
67.11639,103.2068,9.235787,2.502748
66.96923,102.5962,9.051769,2.501089
66.34282,99.07853,9.240718,2.514205
64.46609,96.00279,9.207857,2.52006
61.48479,98.36598,9.207857,2.515567
61.79405,98.25753,9.40502,2.505754
65.52197,100.9813,8.871037,2.481592
73.23752,102.4513,8.969619,2.459452
75.35179,102.2314,8.959761,2.450815
73.89095,102.171,8.452067,2.451672
70.16644,97.8,9.068199,2.441202
68.35411,93.49194,8.782314,2.403552
66.84115,92.20715,9.176639,2.378862
61.79405,90.85598,9.901212,2.405682
60.24775,94.80463,9.832205,2.459298
60.86627,95.8455,9.009051,2.479155
63.64962,100.4009,8.476712,2.454563
64.26815,98.62222,8.368273,2.421172
67.97929,89.55769,8.994264,2.386704
73.15789,82.53452,9.211143,2.332251
90.24613,75.96819,9.368873,2.299917
89.62761,80.59106,9.354086,2.332916
81.6907,82.86136,9.051769,2.370824
74.77349,87.42873,9.156922,2.456885
72.09496,85.92328,9.232503,2.482068
68.1161,86.09357,9.294937,2.529048
65.87856,85.19088,9.409126,2.568957
66.20358,86.6095,8.645123,2.594303
64.50534,83.36623,8.760134,2.615451
62.32383,86.71544,8.792994,2.609552
58.70144,88.42137,8.805317,2.601626
57.77365,91.67059,8.751919,2.607132
57.77365,94.01365,8.762598,2.605648
61.17553,100.5637,8.861179,2.459815
73.28394,109.4856,8.86693,2.323095
81.62006,110.8415,9.277685,2.215909
96.85593,103.9872,9.590679,2.146428
111.824,99.05243,9.860958,2.086724
118.0797,95.62616,9.787844,2.03109
118.3889,96.48199,9.078057,2.009348
112.4781,92.32068,9.176639,2.025048
95.76581,83.92936,8.816818,2.073546
86.25613,82.37827,8.928543,2.141178
73.546,77.66261,8.787244,2.230595
69.21633,81.60418,9.355729,2.334857
68.28855,77.27203,8.516145,2.416386
68.28855,77.75695,9.615326,2.445455
69.21633,79.37119,9.423093,2.427352
70.45338,82.62319,9.40502,2.41531
75.09231,92.13164,9.146243,2.422213
81.27754,96.59529,8.841463,2.426587
84.98868,98.99428,9.17171,2.403871
84.98868,91.20554,9.186497,2.367342
83.13311,83.7472,8.802031,2.358624
73.85526,81.70551,9.651472,2.444856
59.62922,81.47606,8.920328,2.585692
56.84587,79.69742,9.492099,2.672165
57.46439,73.10624,9.802629,2.644331
61.17553,65.39665,9.822346,2.496658
63.64962,60.00433,10.85745,2.301887
63.95889,56.03175,11.06447,2.151663
-9999,53.68624,10.84759,2.10207
-9999,54.48785,11.00039,2.127954
-9999,58.63506,11.49823,2.155276
95.19431,66.72755,12.33124,2.175824
94.65172,71.52203,10.51611,2.222876
94.59457,76.79317,9.630934,2.301569
94.56416,84.93507,9.400911,2.378032
94.57579,96.23827,9.620255,2.423351
94.57579,103.0013,9.803452,2.446767
93.33875,103.7978,9.955431,2.463991
94.26653,100.4766,9.985005,2.464681
96.74062,101.4,9.472384,2.396207
101.0158,103.4296,8.841463,2.265562
101.5378,101.6854,9.028768,2.147242
101.5706,101.0348,8.925257,2.099648
100.3558,96.64014,8.43728,2.103075
99.2761,98.41441,8.501357,2.110917
100.761,98.13132,8.728095,2.129425
100.761,93.75143,8.957296,2.189637
97.04989,89.76897,9.151994,2.308902
82.24838,83.34146,8.506287,2.386485
73.68877,85.14491,8.751919,2.525681
71.38116,80.8473,8.555577,2.562856
66.12372,77.13862,8.567078,2.589072
63.34036,72.93803,8.560506,2.563303
62.72184,72.29826,8.546541,2.537361
63.0311,75.53448,8.54079,2.538
63.34036,79.46471,8.491499,2.546733
64.26815,83.7924,8.516145,2.544555
64.88667,88.86827,8.517788,2.535806
-9999,82.48394,8.59501,2.518886
-9999,67.65395,8.895682,2.470529
-9999,50.85366,8.639372,2.389747
110.4127,43.79447,8.903898,2.334126
-9999,43.30668,8.925257,2.345979
-9999,42.14466,9.260434,2.392617
72.45993,42.64721,9.373802,2.398207
-9999,42.38986,10.20188,2.298544
-9999,40.98999,14.6824,2.085746
-9999,43.41738,16.78218,1.822115
124.2649,52.71565,19.69033,1.629861
123.9557,63.47768,16.53573,1.573178
117.7704,74.09818,9.344228,1.616549
107.7887,86.92832,9.43788,1.714916
100.1971,100.7486,9.447738,1.845834
94.01771,110.5167,9.13392,2.01048
77.88952,109.6409,9.368052,2.180873
75.40157,105.9723,9.339298,2.315498
75.15617,103.1855,9.832204,2.394417
76.94788,98.97207,8.811889,2.433919
75.71083,96.5583,9.11749,2.48508
71.28888,88.00497,9.174995,2.566553
65.93703,86.21686,9.16678,2.646874
61.51781,83.41053,9.17171,2.690413
57.47075,88.92719,8.866108,2.696237
56.27979,93.89098,9.039447,2.638978
59.53285,96.64414,8.994264,2.574009
66.41525,98.71506,9.043554,2.524332
71.92487,98.49552,9.482241,2.524948
74.48869,99.22527,9.753339,2.506693
77.24371,95.71633,9.195534,2.473996
78.8987,95.50846,8.787244,2.415927
80.66832,99.56282,8.703449,2.366906
82.4036,103.0306,8.890754,2.322283
84.0609,101.7966,8.792172,2.285972
84.0609,99.96386,8.989335,2.271908
82.82385,101.8953,9.087915,2.32055
73.96072,107.7786,9.129813,2.418176
69.5135,105.3358,9.196355,2.510604
66.62107,100.3231,9.102703,2.53177
64.85729,96.28709,9.659687,2.490101
63.80274,96.93082,9.925857,2.452875
62.74619,94.42326,8.649229,2.454723
62.49698,92.26221,9.302331,2.479791
62.99535,92.84571,9.373802,2.498699
64.27285,98.11993,9.428021,2.51269
65.25076,103.7006,9.551247,2.533247
65.41964,107.4724,9.667903,2.5478
63.98816,106.3903,9.753339,2.561972
63.31113,103.5689,9.876567,2.576981
63.14997,99.77,9.934893,2.587832
60.78561,98.85642,9.428021,2.576396
-9999,99.35056,9.848636,2.534928
-9999,95.14153,9.90614,2.463082
-9999,89.626,9.635042,2.371579
75.71083,81.8465,9.082987,2.271882
70.76264,77.09369,8.954831,2.187067
64.57741,75.01447,9.038626,2.153083
59.0107,74.96411,9.068199,2.182774
54.9903,74.95412,9.620255,2.256025
54.06251,79.50383,9.521673,2.333614
54.37177,79.47003,10.03923,2.373356
55.91808,80.10591,10.3744,2.359496
59.62922,80.01582,9.728694,2.333956
-9999,81.22462,10.11809,2.343862
-9999,89.16434,10.55513,2.365758
77.63663,95.44348,10.56664,2.337604
83.86192,101.7778,10.45327,2.262497
87.65328,103.2685,10.57978,2.207093
89.31834,101.0296,10.0343,2.201718
87.77203,100.7695,9.861779,2.20644
84.40795,102.2193,9.096952,2.205311
78.35624,103.3979,8.338698,2.231033
76.89164,100.5236,8.505466,2.295626
76.50161,96.84216,8.565435,2.37149
76.91042,97.03607,8.644301,2.428329
76.46553,98.74879,9.087915,2.470509
74.22468,102.5017,8.834069,2.506148
71.16105,101.0057,8.641014,2.516843
70.10031,103.0054,8.634442,2.497242
71.1946,99.7066,9.236609,2.464637
71.62624,100.3716,9.302331,2.441637
72.45148,104.1947,9.733624,2.449145
71.20554,109.9496,9.865066,2.480582
68.04768,109.1547,9.963646,2.471509
64.13069,104.2223,10.3169,2.366555
64.13069,96.69743,10.43191,2.177681
66.53606,89.22618,11.74222,1.88804
89.21526,74.725,9.511816,1.85181
90.24612,66.14584,9.105167,2.062717
87.84076,72.30618,8.710843,2.209159
85.43539,87.87936,8.686198,2.269526
82.34277,97.97336,8.636908,2.269918
78.21928,93.64222,8.567078,2.263294
77.18841,81.63276,8.54079,2.260685
77.18841,66.62978,8.538325,2.262219
80.96828,59.39675,8.567078,2.26767
79.9374,57.14835,8.575294,2.272136
77.18841,59.80098,8.580222,2.271536
63.31749,59.07777,8.571185,2.267516
59.49944,56.98705,8.556809,2.266503
59.49944,56.23156,8.570364,2.268838
61.79027,63.75003,8.555577,2.268086
67.66213,75.91094,8.555577,2.262913
77.26461,86.90359,8.54079,2.259269
81.02448,95.28271,8.609797,2.256026
82.38646,95.11933,8.673875,2.251658
83.60018,97.56091,9.033696,2.250891
83.71727,93.605,8.629513,2.265637
84.40452,95.12052,8.583509,2.267104
83.03002,91.01122,7.875367,2.252897
78.9153,87.09302,8.392919,2.258643
75.65917,82.57156,8.75274,2.270019
74.13545,80.69948,9.516745,2.250897
72.83023,80.43826,8.994264,2.213197
71.46025,77.48024,7.983806,2.211348
69.07531,76.00606,8.654159,2.25671
65.82066,74.41013,8.59501,2.297307
64.47432,77.45901,9.235788,2.302681
63.78707,80.42639,9.477312,2.276754
64.47432,79.01405,9.556177,2.237932
66.87968,77.20129,9.236609,2.235573
70.31593,76.06306,9.581643,2.239067
74.78304,78.53267,8.59501,2.214526
83.37364,83.65393,8.733024,2.161693
99.18035,94.75716,8.693591,2.136003
103.6475,101.9427,8.856251,2.158548
105.7092,99.01442,8.954831,2.158354
108.1146,91.35291,9.087915,2.106899
109.1455,85.97256,9.250576,1.969835
109.1455,87.88412,9.176639,1.902147
106.3965,86.50237,9.186497,1.998482
102.6166,93.44077,10.07373,2.211008
88.80853,96.5862,8.949081,2.413595
73.40855,102.1813,8.407705,2.517923
71.3468,100.2115,8.51368,2.524587
71.69042,103.5426,9.010694,2.514012
74.20715,102.7839,9.078057,2.467094
75.84714,104.5988,9.127348,2.369508
76.98931,102.7306,9.201285,2.301244
76.50116,102.9908,9.294937,2.321134
75.47029,105.041,9.359015,2.34603
72.21516,104.0299,9.428021,2.346919
63.83208,102.8351,9.541389,2.348978
58.58489,98.75324,9.102703,2.35455
57.21327,99.30568,8.954831,2.36189
58.79161,104.2034,8.957296,2.370999
62.56475,107.053,8.984406,2.388322
66.53606,106.686,9.02507,2.408381
69.68626,108.3108,9.280149,2.424834
71.6666,111.9021,9.181569,2.437944
73.75217,116.3975,8.836535,2.441023
73.75217,113.8482,8.813531,2.438164
73.40855,109.1718,8.46439,2.429365
72.72133,107.5364,8.509572,2.4318
72.55074,106.5165,8.821747,2.437979
73.44585,104.3222,8.961404,2.457247
73.40062,98.46705,8.880896,2.474553
73.40855,96.872,8.742882,2.485972
73.06492,98.48882,8.575294,2.495033
71.3468,99.71954,9.058342,2.501735
63.78707,99.15718,9.852742,2.50544
60.69445,94.00208,9.388589,2.508147
58.63271,99.01445,9.125706,2.534214
59.66358,105.2875,8.802031,2.525285
64.13069,115.4847,8.826676,2.458907
81.99915,118.0783,8.550648,2.383131
86.80988,113.1107,8.846393,2.372937
86.80988,109.8794,8.343628,2.394854
80.63531,105.9464,8.737953,2.4152
64.47432,106.7804,8.476712,2.397616
63.44345,103.0136,8.811889,2.388683
67.91056,100.8088,8.834069,2.367138
82.68639,98.24831,8.723166,2.334153
85.43539,99.29544,8.545719,2.289047
84.74814,103.5226,8.935115,2.315021
77.18841,107.0107,8.959761,2.339222
74.09579,110.259,8.59008,2.38856
75.12666,109.2399,9.616559,2.393373
82.34277,108.5657,8.940044,2.420734
85.77901,109.0264,8.951135,2.467061
86.46626,107.6227,8.688663,2.498354
87.48979,109.0336,8.969619,2.497314
88.15317,108.3236,8.925257,2.4363
90.93337,104.7974,9.206214,2.341531
92.6515,98.01561,9.006586,2.276064
93.68237,92.74762,8.378131,2.276399
92.99512,91.82374,7.771856,2.321244
91.62062,94.36813,7.747211,2.36751
89.55888,93.23317,8.284479,2.388995
82.68639,95.63429,8.166182,2.404844
78.90653,92.61913,8.470551,2.402198
77.53204,93.09039,8.624585,2.418445
76.15754,87.81139,8.609797,2.437538
76.15754,88.63483,8.772456,2.480083
73.06492,86.42892,8.782314,2.499299
71.3468,85.62055,8.811889,2.53429
70.31593,76.42574,9.033696,2.56437
69.62868,71.27252,8.614726,2.559462
66.48907,66.75668,8.511215,2.551756
60.69445,65.24442,8.944973,2.541169
58.97633,62.39994,8.989335,2.550255
57.94546,65.66646,9.078057,2.54701
59.33635,72.99298,9.240718,2.502311
63.08675,85.94699,9.363944,2.48572
66.53606,89.71751,9.556177,2.481791
69.47654,91.41788,9.023016,2.501848
69.3946,87.09458,9.176639,2.522304
68.1273,84.49123,9.097774,2.481767
68.4184,86.42867,9.033696,2.440346
69.02763,88.13787,9.12242,2.429804
70.12643,97.03307,8.683733,2.45444
69.89964,94.65081,8.797102,2.490059
70.31593,95.19376,8.895682,2.482139
70.65955,92.2216,9.023838,2.494968
73.06492,96.47725,8.885824,2.454292
76.61927,99.1164,8.959761,2.427225
79.2367,96.9588,8.861179,2.43403
79.51743,94.31433,9.260434,2.485259
78.08888,91.84879,8.644301,2.53727
76.53459,90.86353,8.75274,2.534934
76.82072,89.49856,9.038626,2.527316
76.80725,85.41875,8.787244,2.493507
76.28478,85.06406,8.496428,2.460416
75.33202,84.63837,8.964689,2.451926
74.24039,85.82456,8.846393,2.441221
74.26765,84.84012,8.673874,2.431051
74.00737,83.73337,8.447138,2.412014
73.96832,87.29243,8.659088,2.402087
73.51729,88.41515,8.392919,2.427895
72.09645,90.71215,8.91047,2.407939
71.40189,88.9494,8.949081,2.414436
69.62868,87.51095,8.742882,2.391513
68.94143,88.08146,8.989335,2.387208
68.97162,85.51968,9.043554,2.354825
69.09715,89.52707,9.078057,2.328512
69.14423,89.0702,9.068199,2.33856
69.12383,92.0256,8.624585,2.355554
69.08545,88.07236,8.851321,2.377174
69.00684,87.50705,8.56297,2.390149
68.88122,82.39812,8.733024,2.397195
69.24517,79.6628,8.68209,2.376005
68.25418,73.17778,8.772456,2.409612
66.19244,70.07368,8.856251,2.52593
61.3817,67.19431,9.161852,2.559153
60.00721,70.40845,8.560507,2.516838
63.78707,77.14686,8.56297,2.435782
82.34277,81.40599,8.447138,2.435782
84.74814,79.34355,8.491499,2.435782
84.06089,76.07932,8.534218,2.467277
79.9374,73.88658,8.580222,2.503318
71.00317,74.07927,8.624585,2.501243
68.59781,72.04384,8.659088,2.500148
69.62868,74.62986,8.686198,2.492668
72.7213,75.90135,8.693591,2.476043
74.78304,76.09184,8.706737,2.444124
75.81391,73.27086,9.240718,2.391246
73.06492,65.62963,9.605468,2.367451
58.28909,59.31038,9.647365,2.378181
54.1656,54.24538,9.721301,2.368214
51.76023,54.78764,9.73773,2.331102
51.4166,56.67964,9.963646,2.281803
52.10385,56.07939,9.980077,2.279077
53.62721,53.71734,10.24707,2.269144
53.59301,56.12148,10.31525,2.241189
54.50922,63.70926,10.33004,2.212837
55.54009,72.29306,9.363944,2.255897
57.60184,75.62684,9.33437,2.341774
63.09982,78.66386,8.912112,2.403337
63.78707,85.52994,8.885824,2.38808
61.72533,92.03689,9.028768,2.325846
58.97633,91.74292,8.348557,2.286186
56.91459,87.961,8.323912,2.287451
56.22734,87.7052,8.314054,2.315776
56.22734,82.70367,8.471783,2.36058
56.57096,80.47119,8.90554,2.36598
57.94546,77.13477,9.092845,2.391136
59.31996,85.60408,9.201285,2.419802
61.72533,93.94281,9.275221,2.459833
66.80984,98.38366,9.078057,2.446868
75.25428,95.27062,8.664016,2.385014
81.3119,93.07207,8.742882,2.316024
83.03002,93.99923,8.777386,2.26951
83.37364,97.26167,8.43728,2.262802
82.68639,99.6962,8.378131,2.279634
80.62465,98.08144,8.32884,2.282699
79.9374,95.88654,8.363344,2.304806
80.96828,92.36033,8.677983,2.299474
80.28103,89.44882,8.447138,2.280027
78.5629,87.49605,8.797102,2.224672
77.18841,85.00806,8.521073,2.198313
75.47029,91.2543,8.521073,2.214459
72.37767,98.02771,8.64923,2.254748
71.69042,107.6269,8.811889,2.286142
74.09579,108.9197,9.147064,2.294057
78.80777,110.7422,9.503601,2.320156
88.87163,107.1733,8.595832,2.309069
89.9025,103.5923,8.787244,2.205481
89.55888,105.1179,8.887468,2.060332
87.49713,108.9188,8.64923,2.034919
84.40452,112.5083,8.65416,2.171948
80.62465,108.6755,8.54079,2.343527
79.59378,107.6476,8.96551,2.428332
80.62465,108.3225,9.122419,2.376836
82.34277,105.2872,9.211143,2.233123
82.34277,93.96604,8.989335,2.157972
81.3119,88.85815,8.935115,2.208181
78.98135,84.50642,8.767528,2.335618
78.82704,87.12227,9.009051,2.382328
78.21928,76.83743,9.096952,2.344498
78.5629,76.325,8.875966,2.209671
80.96828,72.74407,8.619656,2.109865
84.06089,75.03981,8.365808,2.054675
85.09177,73.23262,8.653337,2.111984
81.99915,79.10079,8.65416,2.177458
74.98987,90.70992,8.65416,2.284458
69.62868,101.5395,8.698521,2.39747
67.91056,107.8308,9.540567,2.474381
66.87968,110.8245,8.994264,2.531842
65.50519,108.9707,9.092845,2.57617
65.50519,109.8067,9.309724,2.61075
66.85384,107.6833,9.432951,2.649361
68.62202,108.8218,9.752107,2.630465
70.26187,106.4134,8.432351,2.568369
69.32243,106.3342,9.166781,2.464052
68.52735,110.7216,8.733024,2.364294
63.56078,109.489,8.80696,2.30286
59.31996,110.3079,9.018909,2.280652
55.54009,106.8954,9.22593,2.314035
54.85284,110.3576,9.285079,2.367216
57.25821,110.8278,9.255505,2.403536
64.53208,114.5797,8.994264,2.415827
79.54829,113.5403,8.91047,2.374164
89.61005,115.6586,9.039447,2.275124
95.74411,116.5301,8.728095,2.190456
100.2112,116.1501,9.107632,2.179327
103.3038,113.2806,8.903898,2.216744
105.022,113.5704,8.599938,2.231726
107.0837,118.0876,8.831605,2.207683
107.771,119.4439,8.64923,2.197675
107.4273,123.8448,8.841463,2.188405
105.3656,118.2827,7.796502,2.11027
103.9911,109.3898,8.713307,2.024437
101.2421,94.27877,9.051769,1.996234
97.80585,94.79967,8.614726,2.072809
93.01308,100.0316,9.314653,2.146563
78.38142,104.8661,9.817417,2.195237
72.03405,104.1294,9.516745,2.288703
70.63251,109.3356,8.940044,2.395535
69.66221,111.4885,9.147064,2.445963
68.30824,115.6255,8.979477,2.421902
66.31522,113.4622,8.969619,2.366541
65.56953,113.5757,9.004122,2.343742
63.78707,108.0582,9.018909,2.358989
63.44345,107.3365,9.109276,2.416252
63.09982,107.0849,9.40502,2.442834
61.03808,107.0859,9.270292,2.257
60.35083,104.7637,8.69359,1.921217
57.25821,100.7883,12.92766,1.587711
-9999,103.5025,16.28435,1.440116
50.12961,94.53718,17.66941,1.418213
-9999,79.65836,17.55605,1.467713
-9999,56.49293,19.53629,1.697698
-9999,46.37695,20.31632,2.047103
83.71727,48.22746,9.501957,2.350648
79.59378,65.40375,9.058342,2.47373
76.84479,80.58234,8.981941,2.492258
76.50116,91.94299,9.033696,2.510533
76.84479,93.71938,9.102703,2.517745
78.90653,93.1232,9.142136,2.488674
80.62465,96.11625,9.221002,2.435765
82.68639,99.53343,8.871037,2.350992
83.37364,102.8155,8.895682,2.297683
83.37364,107.6182,8.692359,2.344025
81.99915,111.9676,8.861179,2.496967
80.28103,120.1872,8.505466,2.650419
78.21928,118.1224,8.659088,2.737015
74.09579,114.1372,8.703449,2.763456
71.00317,107.7377,8.735489,2.755037
70.65955,105.3634,8.767528,2.763981
71.69042,108.0306,8.80696,2.678501
74.78304,109.504,8.994264,2.535671
76.50116,111.7367,9.010694,2.397394
76.50116,110.9054,8.831605,2.383915
75.12666,119.306,9.290008,2.481824
73.75217,120.6342,8.80696,2.518291
73.75217,120.4196,8.56297,2.512203
73.06492,112.6168,8.526003,2.438226
72.7213,110.3792,8.75274,2.429558
71.3468,109.0639,8.901844,2.478806
70.65955,108.3897,9.068199,2.482062
70.31593,103.5278,8.535861,2.452439
71.3468,100.488,8.509572,2.436701
71.82435,90.32225,8.205614,2.417769
71.42564,80.24086,8.210544,2.414283
71.33411,65.93044,8.294337,2.419368
70.95676,57.69428,7.885225,2.432197
70.63509,52.30939,7.678205,2.454587
70.90063,47.75531,7.564836,2.48017
69.60513,45.25229,7.59441,2.493759
70.4986,43.86941,7.59441,2.486188
70.5023,48.50516,7.61002,2.463625
70.70289,49.59221,7.58332,2.443408
70.31261,51.84695,7.579623,2.435785
69.71583,49.19976,7.619056,2.44645
69.30058,47.84243,7.599339,2.463886
69.5256,47.47873,7.525404,2.461006
68.90707,47.79866,7.505688,2.452353
66.62465,48.40051,7.481042,2.449006
64.11935,49.8213,7.476113,2.471758
64.37269,53.2571,7.472416,2.512465
66.84513,55.92115,7.456397,2.511074
67.55338,56.88034,7.628914,2.513412
68.04144,55.2988,7.535262,2.528748
68.56923,55.20734,7.510617,2.544764
68.11569,58.20658,7.466255,2.576308
67.10857,59.95647,7.44161,2.606096
66.15251,61.7701,7.476113,2.619709
65.73473,60.33852,7.500759,2.628901
66.2689,60.63826,7.540191,2.620127
66.85419,60.39878,7.559907,2.595009
67.84027,58.68598,7.653559,2.570082
68.4968,60.69666,7.722566,2.529323
68.88589,62.0001,7.761998,2.495111
69.04807,62.66167,7.811289,2.471659
68.96976,62.07072,7.826076,2.458929
69.11667,59.25496,7.829773,2.455265
69.13533,58.89278,7.840863,2.456958
69.1731,57.76192,7.776785,2.461264
69.10009,58.89943,7.70285,2.465656
69.15624,58.64005,7.574694,2.464379
70.06762,55.00712,7.515546,2.4614
70.56342,51.90899,7.515546,2.466827
70.24943,50.67022,7.505688,2.475816
69.72239,51.16399,7.485971,2.489287
69.07557,51.02436,7.500759,2.498641
69.05884,50.89611,7.476113,2.494132
69.17058,49.50617,7.481042,2.488832
69.10424,50.03459,7.476113,2.479293
69.14561,48.14619,7.466255,2.469401
68.9106,47.94081,7.478578,2.463579
68.84942,46.79638,7.490901,2.456499
68.77379,48.09826,7.49583,2.455025
68.5323,50.95083,7.49583,2.452397
68.54895,52.02891,7.490901,2.446757
68.92649,52.22375,7.471184,2.441852
69.24659,49.95949,7.423124,2.441473
69.13364,48.59897,7.426822,2.445411
68.98182,49.83441,7.426822,2.451858
68.82806,51.65212,7.436681,2.461145
68.64935,51.84543,7.436681,2.468878
68.68754,49.22314,7.431752,2.478709
68.81657,49.46379,7.451468,2.484751
68.30658,53.85209,7.461326,2.497854
66.76936,54.70761,7.461326,2.514475
66.31554,51.37336,7.466255,2.54471
65.60806,50.1097,7.466255,2.568481
65.54152,53.69643,7.485971,2.574275
66.19799,61.93161,7.521707,2.563375
67.12247,65.50718,7.569765,2.531967
66.90466,67.55067,7.589481,2.511652
67.11722,67.59345,7.540191,2.504781
67.12127,66.54497,7.446539,2.507854
67.25347,62.95964,7.377531,2.531359
